date,store_id,store_region,sku_id,category,units_sold,revenue,promo_flag,promo_type,price,inventory_level,store_size,holiday_flag
2024-01-21,5,South,134,Personal Care,19,176.256,0,,9.18,350,Large,1
2022-03-27,6,East,124,Personal Care,10,67.068,0,,6.21,408,Large,1
2024-10-18,5,South,104,Snacks,17,34.68,0,,2.04,417,Medium,0
2023-02-03,5,East,137,Personal Care,14,75.376,1,FlashSale,5.384,523,Small,0
2023-06-04,5,South,131,Dairy,22,183.996,0,,8.07,266,Small,1
2024-11-18,10,North,109,Household,14,111.16000000000001,0,,7.94,452,Medium,0
2024-07-29,8,North,107,Dairy,20,92.8,0,,4.64,861,Medium,0
2022-09-12,5,South,120,Snacks,15,124.19999999999999,0,,8.28,966,Small,0
2023-11-11,6,South,150,Beverages,18,38.88,0,,2.16,104,Small,1
2023-10-24,6,East,119,Dairy,12,72.84,0,,6.07,245,Large,0
2022-05-02,7,East,125,Dairy,9,30.330000000000002,0,,3.37,379,Small,0
2024-07-21,5,East,116,Household,21,111.8016,1,FlashSale,5.176,497,Small,1
2022-06-19,2,North,104,Dairy,19,89.856,0,,4.68,784,Large,1
2023-04-09,7,South,133,Household,22,204.74400000000003,0,,8.98,180,Medium,1
2024-07-03,9,North,129,Dairy,13,34.008,1,Discount,2.616,520,Small,0
2024-06-18,2,South,141,Household,7,62.300000000000004,0,,8.9,897,Small,0
2023-12-20,2,East,150,Snacks,16,53.92,0,,3.37,629,Small,0
2024-12-04,8,East,123,Household,17,146.88,0,,8.64,176,Small,0
2022-06-28,7,North,106,Dairy,13,103.61,0,,7.97,403,Large,0
2023-03-14,10,East,145,Personal Care,11,69.41,0,,6.31,664,Medium,0
2023-05-07,6,East,101,Household,16,165.48,0,,9.85,407,Large,1
2024-10-28,9,East,132,Personal Care,21,121.59,0,,5.79,285,Large,0
2022-01-05,1,North,111,Personal Care,11,22.088,1,BuyOneGetOne,2.008,866,Large,0
2022-07-26,5,North,141,Household,17,90.61,0,,5.33,747,Medium,0
2023-03-25,2,East,115,Beverages,27,208.65599999999998,0,,7.56,796,Medium,1
2023-02-23,8,North,116,Personal Care,15,116.39999999999999,1,Discount,7.76,344,Medium,0
2022-11-05,7,East,127,Dairy,14,30.528,0,,2.12,912,Large,1
2023-12-31,6,North,139,Personal Care,10,21.816,0,,2.02,561,Medium,1
2023-01-07,8,North,140,Personal Care,19,182.59199999999998,0,,9.51,358,Large,1
2024-08-07,10,South,129,Dairy,12,94.44,0,,7.87,277,Large,0
2024-08-09,7,South,139,Personal Care,15,47.85,0,,3.19,626,Small,0
2023-04-06,3,South,121,Personal Care,18,97.38,0,,5.41,587,Small,0
2023-10-17,5,East,149,Dairy,13,107.9,0,,8.3,423,Small,0
2023-08-19,2,North,124,Household,19,113.51039999999999,1,FlashSale,5.912,151,Large,1
2024-07-30,7,North,144,Personal Care,14,38.22,0,,2.73,563,Large,0
2022-08-22,4,East,123,Personal Care,19,138.89,0,,7.31,984,Medium,0
2022-07-16,5,East,141,Household,14,74.16,0,,5.15,806,Medium,1
2022-05-29,6,East,118,Household,14,68.544,0,,4.76,428,Large,1
2023-07-15,1,East,123,Snacks,25,204.11999999999998,0,,8.1,862,Large,1
2022-06-14,1,North,117,Beverages,10,72.4,0,,7.24,419,Medium,0
2023-02-03,9,North,110,Household,14,69.44,0,,4.96,246,Medium,0
2023-04-07,8,South,112,Snacks,11,30.58,0,,2.78,982,Medium,0
2023-07-18,2,North,125,Household,15,61.2,0,,4.08,576,Small,0
2023-11-09,3,East,103,Dairy,16,90.56,0,,5.66,432,Small,0
2022-05-12,9,North,149,Snacks,18,64.08000000000001,1,Discount,3.5600000000000005,494,Large,0
2024-12-03,2,South,125,Personal Care,14,65.296,1,BuyOneGetOne,4.664000000000001,286,Small,0
2022-08-31,8,South,110,Dairy,12,91.92,0,,7.66,639,Medium,0
2022-06-24,4,East,102,Dairy,10,24.8,0,,2.48,767,Large,0
2023-08-22,4,North,113,Dairy,13,44.33,0,,3.41,359,Medium,0
2024-09-08,7,North,139,Snacks,22,141.132,0,,6.19,255,Medium,1
2023-03-31,8,East,117,Household,19,91.2,0,,4.8,207,Small,0
2024-08-30,6,South,143,Personal Care,17,143.64999999999998,0,,8.45,973,Large,0
2024-08-25,7,North,144,Personal Care,20,66.4224,1,Discount,3.2560000000000002,975,Small,1
2022-10-13,3,North,149,Household,14,51.94,0,,3.71,685,Small,0
2024-12-30,2,North,143,Personal Care,14,94.22,0,,6.73,741,Small,0
2023-04-05,9,East,105,Dairy,18,170.1,0,,9.45,433,Large,0
2024-12-13,10,East,136,Beverages,12,64.08,0,,5.34,334,Medium,0
2023-02-09,1,North,113,Personal Care,12,62.28,0,,5.19,665,Medium,0
2023-06-08,7,South,116,Snacks,18,52.02,0,,2.89,321,Medium,0
2023-06-25,3,East,108,Personal Care,10,31.751999999999995,0,,2.94,627,Small,1
2022-06-09,6,South,132,Household,15,68.85,0,,4.59,157,Small,0
2023-12-24,8,South,144,Snacks,14,92.448,0,,6.42,907,Medium,1
2024-06-10,7,East,127,Household,16,115.84,0,,7.24,259,Large,0
2023-06-20,6,South,148,Snacks,15,79.95,0,,5.33,408,Large,0
2022-11-28,8,East,138,Snacks,15,143.25,0,,9.55,344,Small,0
2023-04-23,9,South,136,Snacks,8,29.232,0,,3.48,112,Large,1
2022-03-29,8,East,137,Dairy,14,96.04,0,,6.86,893,Medium,0
2023-07-12,5,East,108,Dairy,17,95.54,0,,5.62,943,Large,0
2023-07-25,10,East,131,Personal Care,19,129.808,1,Discount,6.832,841,Medium,0
2023-09-12,9,East,104,Household,20,103.2,0,,5.16,983,Small,0
2023-12-04,9,South,133,Personal Care,21,200.55,0,,9.55,695,Medium,0
2023-01-06,8,North,138,Snacks,16,86.72,0,,5.42,851,Small,0
2022-04-05,5,North,116,Beverages,16,52.16,0,,3.26,890,Medium,0
2023-05-06,4,East,134,Snacks,25,180.18,0,,7.15,645,Large,1
2023-04-28,6,East,140,Personal Care,22,196.02,0,,8.91,183,Small,0
2024-04-09,7,South,107,Personal Care,16,144.0,0,,9.0,954,Medium,0
2024-02-03,9,East,125,Beverages,21,157.464,0,,7.29,974,Large,1
2023-08-03,1,South,130,Personal Care,13,70.72,0,,5.44,746,Small,0
2024-05-24,9,North,116,Snacks,17,109.31,0,,6.43,783,Medium,0
2024-07-19,1,North,104,Household,21,91.77,0,,4.37,160,Small,0
2023-12-20,2,South,117,Beverages,22,114.83999999999999,0,,5.22,694,Small,0
2022-09-26,6,East,106,Beverages,17,115.43,0,,6.79,575,Large,0
2024-12-27,4,East,142,Dairy,14,70.83999999999999,0,,5.06,125,Medium,0
2024-01-28,3,North,120,Snacks,13,102.43199999999999,0,,7.76,363,Small,1
2024-02-29,2,South,148,Household,15,109.64999999999999,0,,7.31,125,Medium,0
2022-09-21,10,East,143,Snacks,12,83.71200000000002,1,FlashSale,6.976000000000001,698,Large,0
2024-03-17,5,East,128,Snacks,21,72.7488,1,FlashSale,3.3680000000000003,953,Large,1
2023-10-26,7,South,148,Household,11,89.21,0,,8.11,707,Small,0
2023-01-05,3,North,147,Snacks,16,125.92,0,,7.87,568,Small,0
2024-12-16,7,South,104,Snacks,13,85.93,0,,6.61,937,Medium,0
2023-10-26,1,North,101,Personal Care,17,100.98,0,,5.94,723,Small,0
2024-05-05,3,East,108,Household,16,67.2,0,,4.0,259,Small,1
2022-07-24,10,East,126,Household,20,81.6,0,,4.0,749,Medium,1
2023-02-16,1,East,126,Snacks,23,192.04999999999998,0,,8.35,973,Small,0
2023-01-05,5,South,103,Beverages,15,30.0,1,FlashSale,2.0,653,Small,0
2024-12-27,10,East,105,Beverages,21,152.88,0,,7.28,374,Medium,0
2024-11-29,1,East,129,Snacks,12,105.96000000000001,0,,8.83,746,Medium,0
2024-11-13,1,North,120,Dairy,22,140.14000000000001,0,,6.37,614,Small,0
2024-05-22,6,South,117,Snacks,9,40.895999999999994,1,Discount,4.544,535,Large,0
2023-11-17,1,South,131,Household,22,149.38,0,,6.79,469,Large,0
2024-02-26,3,South,105,Snacks,14,133.56,0,,9.54,723,Medium,0
2023-06-20,3,East,106,Personal Care,14,99.12,0,,7.08,793,Large,0
2023-10-21,6,East,141,Beverages,26,153.384,0,,5.81,571,Large,1
2022-05-14,4,East,132,Household,18,54.17999999999999,0,,3.01,593,Medium,1
2022-06-08,5,North,114,Beverages,18,155.88,0,,8.66,638,Small,0
2022-12-26,6,East,129,Dairy,19,142.5,0,,7.5,622,Small,0
2022-11-21,10,South,150,Snacks,11,81.62,0,,7.42,667,Small,0
2022-05-12,4,North,147,Household,23,60.720000000000006,0,,2.64,732,Medium,0
2022-08-21,4,North,114,Household,13,112.992,0,,8.56,273,Large,1
2023-04-11,1,North,116,Beverages,15,105.6,0,,7.04,647,Small,0
2022-05-29,8,North,132,Snacks,15,74.25600000000001,1,FlashSale,4.760000000000001,393,Large,1
2023-05-28,9,South,124,Personal Care,27,163.944,0,,5.94,919,Medium,1
2022-09-29,2,North,118,Dairy,20,55.36000000000001,1,BuyOneGetOne,2.7680000000000002,521,Large,0
2022-10-30,1,East,127,Personal Care,21,66.96,0,,3.1,169,Medium,1
2024-12-29,4,North,125,Beverages,24,194.16,0,,8.09,243,Large,1
2023-01-03,10,East,101,Snacks,19,49.97,0,,2.63,875,Medium,0
2024-08-02,10,East,139,Dairy,6,38.22,0,,6.37,533,Large,0
2024-12-25,5,South,132,Household,8,66.0,0,,8.25,142,Large,0
2024-01-19,4,East,149,Dairy,13,57.33,0,,4.41,618,Large,0
2024-08-24,5,North,137,Beverages,16,131.376,0,,7.82,275,Large,1
2023-03-02,3,East,103,Household,12,25.08,0,,2.09,954,Medium,0
2022-11-06,9,North,149,Snacks,19,68.1984,1,Discount,3.5520000000000005,457,Medium,1
2024-03-23,7,North,107,Snacks,27,183.816,0,,6.66,670,Small,1
2024-10-04,10,South,105,Snacks,12,112.80000000000001,0,,9.4,951,Medium,0
2024-03-26,6,South,114,Household,16,33.76,0,,2.11,625,Small,0
2024-02-15,8,South,122,Dairy,17,82.28,0,,4.84,830,Small,0
2022-10-16,2,South,126,Personal Care,16,93.912,0,,5.59,129,Large,1
2022-01-04,5,North,145,Personal Care,13,78.208,1,FlashSale,6.016,488,Large,0
2024-12-24,9,South,145,Snacks,16,46.4,0,,2.9,262,Medium,0
2022-01-16,5,East,120,Personal Care,18,48.24,1,BuyOneGetOne,2.68,485,Large,1
2023-02-09,8,North,118,Household,9,45.79200000000001,1,FlashSale,5.088000000000001,713,Large,0
2024-05-18,2,East,117,Beverages,20,76.5,0,,3.75,601,Medium,1
2023-09-20,10,North,144,Dairy,11,47.080000000000005,0,,4.28,901,Large,0
2024-12-17,4,North,129,Dairy,16,60.96,0,,3.81,876,Large,0
2022-10-31,3,North,119,Household,15,71.55,0,,4.77,290,Small,0
2023-04-19,10,East,147,Beverages,17,162.69,0,,9.57,192,Small,0
2023-03-02,4,South,142,Personal Care,17,112.744,1,Discount,6.632,702,Medium,0
2024-03-11,10,South,136,Beverages,9,77.39999999999999,0,,8.6,783,Medium,0
2022-05-26,1,South,110,Dairy,15,56.55,0,,3.77,312,Small,0
2022-01-27,6,South,124,Personal Care,18,109.44,0,,6.08,336,Large,0
2023-01-13,5,South,110,Dairy,18,93.42,0,,5.19,389,Large,0
2024-12-20,9,North,115,Snacks,15,32.7,0,,2.18,474,Large,0
2024-11-16,1,South,117,Personal Care,26,158.39999999999998,1,Discount,6.0,705,Large,1
2023-06-09,5,East,132,Dairy,17,143.14,0,,8.42,656,Large,0
2023-04-03,3,North,103,Personal Care,15,81.84,1,FlashSale,5.456,301,Medium,0
2023-11-15,7,South,102,Personal Care,16,68.224,1,Discount,4.264,890,Small,0
2022-03-17,10,East,124,Snacks,17,67.864,1,FlashSale,3.9920000000000004,120,Small,0
2024-04-21,4,East,103,Beverages,8,57.12,0,,6.8,927,Medium,1
2023-08-28,3,East,106,Personal Care,14,104.86,0,,7.49,229,Large,0
2023-09-12,7,South,131,Personal Care,19,41.61,0,,2.19,323,Medium,0
2022-06-24,3,North,126,Beverages,13,37.44,0,,2.88,509,Large,0
2023-11-22,8,East,143,Beverages,11,93.17,0,,8.47,494,Large,0
2024-10-17,6,South,112,Beverages,10,89.2,0,,8.92,841,Medium,0
2024-06-27,2,North,106,Personal Care,16,125.92,0,,7.87,848,Small,0
2022-11-26,2,North,108,Personal Care,19,149.4528,1,Discount,7.784000000000001,967,Large,1
2022-01-03,5,South,119,Snacks,16,124.96,0,,7.81,866,Medium,0
2022-08-05,5,East,142,Personal Care,9,68.03999999999999,1,BuyOneGetOne,7.56,655,Large,0
2022-07-15,6,East,110,Beverages,23,58.88,0,,2.56,492,Large,0
2023-02-03,2,East,111,Personal Care,18,178.02,0,,9.89,924,Small,0
2024-10-15,8,East,107,Snacks,14,70.56,1,Discount,5.04,527,Small,0
2024-04-05,4,North,128,Snacks,11,89.65,0,,8.15,372,Small,0
2023-10-11,4,North,132,Snacks,22,50.599999999999994,0,,2.3,582,Small,0
2022-08-10,8,South,114,Beverages,18,116.64000000000001,0,,6.48,807,Medium,0
2024-12-16,4,South,118,Dairy,16,55.68,1,FlashSale,3.48,871,Medium,0
2023-08-31,10,North,116,Dairy,15,118.08,1,BuyOneGetOne,7.872,851,Medium,0
2024-12-15,7,North,105,Snacks,15,145.548,0,,9.33,435,Large,1
2022-06-23,4,South,112,Household,16,67.2,1,FlashSale,4.2,170,Small,0
2024-05-03,10,North,112,Personal Care,13,34.19,0,,2.63,968,Small,0
2024-07-17,9,South,126,Beverages,18,128.70000000000002,0,,7.15,924,Large,0
2024-07-22,6,South,113,Beverages,18,96.3,0,,5.35,203,Medium,0
2023-10-01,6,North,148,Dairy,13,78.0384,1,FlashSale,5.912,160,Medium,1
2024-02-25,2,North,129,Beverages,12,36.096000000000004,1,Discount,3.008,284,Medium,1
2024-02-01,9,South,116,Household,10,49.6,0,,4.96,769,Small,0
2023-11-29,2,South,122,Household,14,51.800000000000004,0,,3.7,212,Small,0
2023-03-17,10,East,135,Household,18,129.24,0,,7.18,260,Small,0
2024-05-20,2,East,123,Snacks,20,115.60000000000001,0,,5.78,436,Small,0
2022-09-26,8,East,104,Snacks,15,91.35,0,,6.09,146,Medium,0
2024-05-01,10,East,110,Personal Care,18,151.38,0,,8.41,416,Medium,0
2023-09-18,10,East,102,Beverages,15,83.25,0,,5.55,898,Large,0
2023-04-16,3,East,128,Beverages,15,139.776,0,,8.96,355,Medium,1
2022-05-01,3,South,117,Snacks,27,129.83039999999997,1,Discount,4.704,971,Large,1
2024-05-13,4,South,137,Dairy,23,106.904,1,Discount,4.648,679,Small,0
2024-11-11,4,North,108,Dairy,14,31.639999999999997,0,,2.26,344,Small,0
2023-01-29,10,East,108,Household,25,52.163999999999994,0,,2.07,505,Small,1
2024-01-23,2,North,133,Snacks,16,60.928,1,Discount,3.808,401,Small,0
2024-11-28,3,North,116,Personal Care,15,68.16,1,Discount,4.544,477,Small,0
2023-09-30,6,South,119,Beverages,12,75.6,0,,6.3,318,Large,1
2023-12-27,4,North,120,Snacks,19,139.83999999999997,1,Discount,7.359999999999999,113,Medium,0
2024-01-25,7,East,136,Snacks,16,88.64,0,,5.54,370,Large,0
2022-05-22,6,South,106,Beverages,14,76.752,0,,5.33,387,Small,1
2024-05-27,4,North,110,Beverages,15,66.3,0,,4.42,427,Small,0
2023-02-11,9,South,120,Household,20,129.132,0,,6.33,758,Medium,1
2024-05-04,9,South,102,Beverages,10,30.455999999999996,0,,2.82,126,Medium,1
2023-04-09,7,South,143,Personal Care,20,51.571200000000005,1,BuyOneGetOne,2.5280000000000005,821,Small,1
2022-02-10,4,North,130,Household,13,96.59,0,,7.43,235,Large,0
2024-06-27,4,South,132,Household,21,153.048,1,Discount,7.288,905,Small,0
2024-02-03,6,East,117,Beverages,19,166.464,0,,8.67,659,Medium,1
2023-01-14,8,East,149,Household,24,125.76,0,,5.24,867,Large,1
2022-07-17,3,North,115,Snacks,16,126.336,0,,7.52,138,Medium,1
2022-12-30,1,East,140,Household,11,34.980000000000004,0,,3.18,164,Medium,0
2024-03-26,5,East,121,Dairy,15,54.15,0,,3.61,471,Large,0
2022-04-22,5,North,108,Dairy,15,107.4,0,,7.16,660,Medium,0
2022-03-13,7,South,130,Personal Care,18,176.58,0,,9.81,640,Medium,1
2022-04-16,3,North,129,Personal Care,18,160.92,0,,8.94,932,Small,1
2022-10-20,8,East,147,Dairy,13,58.34400000000001,1,FlashSale,4.488,380,Large,0
2023-03-04,10,North,131,Household,18,84.42,0,,4.69,301,Small,1
2022-06-04,9,South,150,Personal Care,16,67.536,0,,4.02,485,Large,1
2023-02-18,6,South,111,Dairy,18,75.06,0,,4.17,750,Medium,1
2022-05-28,3,East,137,Beverages,22,55.404,0,,2.43,950,Small,1
2023-03-18,5,North,127,Household,22,133.152,0,,5.84,447,Medium,1
2023-07-24,7,North,126,Household,17,99.824,1,Discount,5.872,514,Medium,0
2024-10-19,6,South,135,Household,14,91.43999999999998,0,,6.35,750,Large,1
2024-08-20,6,South,102,Personal Care,21,130.872,1,FlashSale,6.232,693,Small,0
2023-07-15,5,East,124,Snacks,22,146.83200000000002,0,,6.44,920,Small,1
2023-04-07,1,South,139,Snacks,15,79.64999999999999,0,,5.31,577,Medium,0
2023-10-15,8,South,102,Dairy,14,47.952,0,,3.33,695,Large,1
2023-11-01,6,South,130,Beverages,21,65.94,0,,3.14,443,Medium,0
2022-03-13,2,North,120,Dairy,15,126.67199999999998,0,,8.12,985,Medium,1
2023-02-26,4,East,130,Dairy,15,120.55680000000001,1,Discount,7.728000000000001,639,Medium,1
2023-09-04,6,North,128,Beverages,10,64.4,0,,6.44,198,Medium,0
2022-07-13,4,South,112,Snacks,12,99.72,0,,8.31,632,Large,0
2023-01-03,5,North,121,Household,15,98.25,0,,6.55,248,Medium,0
2023-08-09,3,North,124,Beverages,14,136.5,0,,9.75,942,Large,0
2022-01-23,6,East,118,Beverages,14,120.23999999999998,0,,8.35,379,Small,1
2024-06-16,10,East,115,Household,16,108.696,0,,6.47,449,Small,1
2024-11-27,4,East,143,Snacks,17,85.17,0,,5.01,542,Large,0
2024-07-27,4,East,116,Snacks,12,77.56800000000001,1,BuyOneGetOne,6.464,572,Medium,1
2024-09-01,9,South,118,Household,15,120.0576,1,Discount,7.696,593,Small,1
2024-04-01,6,North,145,Beverages,15,81.0,0,,5.4,210,Small,0
2024-05-13,7,East,134,Snacks,10,55.92,1,Discount,5.5920000000000005,606,Medium,0
2022-06-05,3,East,148,Household,14,113.472,0,,7.88,168,Medium,1
2024-05-24,8,South,108,Snacks,10,85.19999999999999,0,,8.52,468,Small,0
2024-10-23,10,South,145,Dairy,8,66.56,0,,8.32,466,Small,0
2023-12-29,5,North,146,Personal Care,10,77.0,0,,7.7,674,Small,0
2024-04-26,7,North,101,Personal Care,18,125.28,0,,6.96,907,Large,0
2022-01-27,6,East,121,Snacks,20,178.4,0,,8.92,896,Medium,0
2024-11-10,1,North,118,Beverages,9,51.763200000000005,1,FlashSale,5.392,812,Small,1
2022-11-10,3,East,121,Beverages,14,61.18,0,,4.37,929,Large,0
2023-04-20,7,East,127,Snacks,13,28.080000000000002,0,,2.16,450,Medium,0
2023-02-19,6,South,145,Beverages,16,102.6816,1,FlashSale,6.112,643,Medium,1
2023-04-19,6,South,108,Household,20,148.0,1,BuyOneGetOne,7.4,642,Small,0
2022-03-12,8,North,102,Beverages,12,89.03999999999999,0,,7.42,966,Large,1
2022-09-19,4,East,137,Dairy,11,78.32000000000001,0,,7.12,669,Small,0
2023-05-13,9,South,101,Personal Care,18,66.24,1,FlashSale,3.6799999999999997,446,Small,1
2022-02-06,4,North,124,Household,13,118.66799999999999,0,,8.99,266,Medium,1
2022-09-21,8,East,107,Snacks,7,31.009999999999998,0,,4.43,411,Medium,0
2023-03-07,5,North,102,Household,18,174.24,0,,9.68,146,Large,0
2024-03-28,1,North,116,Snacks,22,81.84,0,,3.72,850,Small,0
2024-02-14,5,East,115,Snacks,19,79.8,0,,4.2,116,Small,0
2023-12-19,2,North,127,Beverages,8,57.68,0,,7.21,339,Small,0
2022-01-27,8,North,117,Household,14,52.919999999999995,0,,3.78,399,Large,0
2022-10-23,7,South,125,Beverages,21,208.008,0,,9.63,441,Medium,1
2022-03-03,8,North,145,Snacks,10,35.76,1,BuyOneGetOne,3.576,403,Large,0
2022-09-02,5,East,128,Beverages,6,18.36,0,,3.06,929,Medium,0
2024-12-28,3,East,146,Snacks,20,159.528,0,,7.82,588,Medium,1
2023-01-05,2,North,126,Beverages,12,42.72,0,,3.56,292,Medium,0
2024-10-30,8,South,128,Dairy,17,96.05000000000001,0,,5.65,488,Medium,0
2024-05-06,9,East,113,Dairy,14,44.24,0,,3.16,964,Medium,0
2022-11-08,8,East,106,Household,15,129.9,0,,8.66,141,Medium,0
2024-08-27,4,North,116,Beverages,12,96.24,0,,8.02,696,Small,0
2024-05-21,5,North,141,Personal Care,17,68.33999999999999,0,,4.02,937,Medium,0
2023-07-25,9,South,105,Personal Care,17,27.472,1,BuyOneGetOne,1.616,631,Small,0
2023-03-02,2,North,103,Beverages,8,61.2,0,,7.65,183,Large,0
2024-11-10,10,South,129,Beverages,20,76.8672,1,FlashSale,3.7680000000000002,221,Medium,1
2023-02-10,10,North,106,Dairy,7,53.424,1,BuyOneGetOne,7.632,435,Medium,0
2024-04-14,2,North,111,Snacks,20,98.93999999999998,0,,4.85,216,Medium,1
2023-05-31,2,East,104,Household,15,45.449999999999996,0,,3.03,158,Small,0
2023-07-07,6,North,119,Personal Care,16,31.744,1,BuyOneGetOne,1.984,824,Large,0
2023-03-12,8,South,140,Beverages,19,161.088,0,,8.39,691,Large,1
2022-05-15,2,South,102,Snacks,22,108.52800000000002,1,FlashSale,4.760000000000001,814,Small,1
2024-05-13,4,East,119,Snacks,17,96.56,0,,5.68,610,Small,0
2022-07-29,3,South,145,Snacks,16,40.48,0,,2.53,621,Small,0
2024-06-17,3,North,144,Dairy,14,31.359999999999996,1,FlashSale,2.2399999999999998,393,Large,0
2022-06-21,3,East,104,Beverages,20,171.0,0,,8.55,769,Large,0
2022-09-03,8,North,141,Beverages,20,121.58399999999999,0,,5.96,279,Medium,1
2024-10-25,9,East,140,Personal Care,20,174.8,0,,8.74,437,Medium,0
2022-07-18,2,South,115,Snacks,14,94.64,0,,6.76,470,Small,0
2022-02-24,3,East,132,Personal Care,15,42.480000000000004,1,BuyOneGetOne,2.8320000000000003,408,Medium,0
2023-08-22,2,East,149,Snacks,22,163.68,0,,7.44,430,Large,0
2022-12-14,9,North,111,Dairy,17,150.79,0,,8.87,327,Medium,0
2023-06-14,3,North,120,Snacks,21,81.144,1,BuyOneGetOne,3.8640000000000003,639,Medium,0
2023-04-15,7,North,122,Dairy,21,85.752,0,,3.97,990,Medium,1
2024-08-11,4,South,109,Personal Care,15,140.868,0,,9.03,359,Large,1
2022-07-05,9,North,105,Personal Care,11,28.16,0,,2.56,874,Large,0
2023-11-08,3,East,106,Dairy,16,100.16,0,,6.26,770,Large,0
2022-12-01,10,East,123,Dairy,15,88.92000000000002,1,FlashSale,5.928000000000001,277,Small,0
2024-04-26,7,South,121,Household,15,42.599999999999994,1,Discount,2.84,229,Small,0
2023-08-14,9,North,106,Dairy,8,47.28,0,,5.91,497,Medium,0
2023-05-27,4,East,138,Dairy,16,152.88,0,,9.1,776,Small,1
2022-12-01,8,North,118,Personal Care,13,39.91,0,,3.07,104,Medium,0
2022-12-17,7,North,128,Personal Care,10,91.8,0,,8.5,248,Large,1
2024-05-19,2,East,149,Personal Care,7,66.88799999999999,0,,9.29,503,Medium,1
2023-02-24,3,North,107,Personal Care,14,95.76,1,Discount,6.840000000000001,857,Small,0
2024-09-20,3,East,140,Beverages,15,144.29999999999998,0,,9.62,599,Medium,0
2022-01-08,5,South,104,Household,31,73.944,0,,2.37,768,Large,1
2023-01-22,10,South,133,Dairy,16,61.824000000000005,0,,3.68,112,Small,1
2023-02-04,5,North,147,Household,22,113.316,0,,4.97,797,Medium,1
2023-01-25,1,South,134,Dairy,16,73.44,0,,4.59,357,Medium,0
2022-03-31,8,South,123,Snacks,11,32.67,0,,2.97,154,Small,0
2023-06-30,9,East,122,Beverages,13,28.340000000000003,0,,2.18,915,Large,0
2023-03-29,2,North,104,Beverages,21,54.18,0,,2.58,301,Medium,0
2022-03-27,1,North,148,Snacks,27,241.49999999999997,0,,8.75,333,Medium,1
2022-09-01,6,North,109,Dairy,16,57.6,0,,3.6,251,Large,0
2023-01-02,10,South,109,Snacks,11,75.46000000000001,0,,6.86,484,Medium,0
2022-02-16,4,North,111,Personal Care,14,66.08000000000001,1,Discount,4.720000000000001,448,Large,0
2023-02-16,6,North,112,Household,19,43.89,0,,2.31,212,Small,0
2022-06-25,5,South,140,Dairy,16,42.504,0,,2.53,784,Large,1
2023-09-06,7,East,132,Snacks,19,83.41,0,,4.39,406,Large,0
2024-05-18,6,South,135,Dairy,15,93.91199999999999,0,,6.02,816,Small,1
2022-02-07,5,North,127,Beverages,21,164.136,1,Discount,7.816,257,Small,0
2024-10-21,9,East,108,Personal Care,16,29.056,1,FlashSale,1.816,946,Large,0
2024-12-03,5,South,148,Personal Care,9,24.48,0,,2.72,144,Small,0
2023-01-10,3,East,128,Dairy,10,81.19999999999999,0,,8.12,195,Medium,0
2023-12-02,8,South,139,Household,20,96.696,0,,4.74,312,Medium,1
2024-03-21,2,East,113,Beverages,14,121.38,0,,8.67,433,Medium,0
2023-08-24,10,North,108,Household,9,69.03,0,,7.67,115,Medium,0
2022-10-10,8,North,118,Dairy,16,109.12,0,,6.82,928,Small,0
2022-08-21,2,South,103,Beverages,22,198.35999999999999,0,,8.7,512,Small,1
2023-10-30,2,South,108,Snacks,21,57.624,1,FlashSale,2.744,431,Medium,0
2023-06-12,4,East,101,Dairy,11,105.27000000000001,0,,9.57,804,Medium,0
2023-08-14,3,East,108,Household,16,49.12,0,,3.07,693,Large,0
2024-02-29,3,East,135,Beverages,10,64.6,0,,6.46,905,Medium,0
2022-10-25,5,South,128,Household,20,83.6,0,,4.18,181,Medium,0
2024-08-12,1,South,118,Dairy,13,101.39999999999999,0,,7.8,865,Large,0
2023-05-26,2,East,112,Snacks,19,137.18,0,,7.22,498,Medium,0
2022-05-11,7,North,145,Beverages,19,185.44,0,,9.76,242,Small,0
2022-08-19,9,East,141,Household,17,74.46,0,,4.38,362,Small,0
2022-12-29,3,South,112,Personal Care,12,49.56,0,,4.13,361,Medium,0
2024-03-07,7,North,104,Dairy,11,22.66,0,,2.06,826,Small,0
2024-09-04,1,North,101,Snacks,9,33.552,1,FlashSale,3.728,138,Large,0
2022-07-28,8,East,145,Beverages,19,153.14000000000001,0,,8.06,186,Large,0
2023-01-28,5,South,104,Household,19,73.728,0,,3.84,266,Small,1
2023-06-28,9,South,131,Beverages,14,104.58,0,,7.47,319,Small,0
2024-04-26,10,North,117,Household,14,50.623999999999995,1,FlashSale,3.6159999999999997,216,Large,0
2022-02-25,4,East,134,Household,23,92.0,0,,4.0,256,Large,0
2022-04-22,10,North,112,Personal Care,14,82.88,0,,5.92,596,Large,0
2023-10-17,4,East,122,Snacks,13,117.91,0,,9.07,782,Large,0
2024-10-22,2,South,129,Household,22,74.58,0,,3.39,570,Small,0
2023-06-12,2,South,101,Snacks,19,152.95000000000002,0,,8.05,916,Small,0
2023-11-15,10,South,108,Personal Care,15,45.15,0,,3.01,315,Large,0
2024-11-15,9,East,110,Snacks,14,81.89999999999999,0,,5.85,438,Medium,0
2023-01-04,7,East,139,Beverages,16,136.0,0,,8.5,277,Large,0
2024-05-01,8,East,121,Beverages,8,37.6,0,,4.7,398,Small,0
